match_id,comp_a,comp_b,a_1,a_2,a_3,b_1,b_2,b_3,score_a,score_b,win_prob_a,label
1432,"(2, 4, 12)","(2, 12, 14)",2,4,12,2,12,14,18,28,0.29241878,0.0
1433,"(5, 11, 12)","(3, 9, 20)",5,11,12,3,9,20,28,32,0.43362832,1.0
1434,"(3, 6, 16)","(6, 7, 19)",3,6,16,6,7,19,25,32,0.3790176,0.0
1435,"(1, 10, 11)","(1, 2, 17)",1,10,11,1,2,17,22,20,0.54751134,1.0
1436,"(4, 6, 18)","(9, 11, 14)",4,6,18,9,11,14,28,34,0.40412372,0.0
1437,"(6, 12, 17)","(2, 17, 19)",6,12,17,2,17,19,35,38,0.4589734,0.0
1438,"(3, 6, 15)","(1, 7, 13)",3,6,15,1,7,13,24,21,0.5663717,0.0
1439,"(13, 14, 20)","(3, 7, 15)",13,14,20,3,7,15,47,25,0.77946365,1.0
1440,"(8, 12, 17)","(9, 13, 19)",8,12,17,9,13,19,37,41,0.44885245,0.0
1441,"(5, 6, 11)","(2, 15, 19)",5,6,11,2,15,19,22,36,0.2719101,1.0
1442,"(12, 14, 17)","(5, 8, 16)",12,14,17,5,8,16,43,29,0.6873606,0.0
1443,"(4, 7, 12)","(9, 10, 16)",4,7,12,9,10,16,23,35,0.30159634,1.0
1444,"(1, 15, 19)","(1, 4, 8)",1,15,19,1,4,8,35,13,0.8787661,1.0
1445,"(1, 4, 10)","(8, 10, 12)",1,4,10,8,10,12,15,30,0.2,0.0
1446,"(12, 15, 16)","(3, 4, 10)",12,15,16,3,4,10,43,17,0.8648269,1.0
1447,"(13, 15, 20)","(7, 9, 14)",13,15,20,7,9,14,48,30,0.71910113,1.0
1448,"(7, 15, 19)","(2, 5, 16)",7,15,19,2,5,16,41,23,0.76063347,1.0
1449,"(1, 10, 12)","(1, 15, 18)",1,10,12,1,15,18,23,34,0.31394657,1.0
1450,"(3, 4, 15)","(8, 13, 20)",3,4,15,8,13,20,22,41,0.22355658,0.0
1451,"(1, 4, 16)","(9, 10, 11)",1,4,16,9,10,11,21,30,0.32885906,0.0
1452,"(1, 5, 13)","(14, 18, 20)",1,5,13,14,18,20,19,52,0.1177814,0.0
1453,"(2, 11, 13)","(6, 17, 19)",2,11,13,6,17,19,26,42,0.27704918,0.0
1454,"(5, 12, 16)","(4, 10, 17)",5,12,16,4,10,17,33,31,0.5312195,0.0
1455,"(1, 6, 15)","(2, 6, 10)",1,6,15,2,6,10,22,18,0.5990099,0.0
1456,"(15, 16, 19)","(3, 4, 17)",15,16,19,3,4,17,50,24,0.81274384,1.0
1457,"(4, 9, 14)","(6, 11, 19)",4,9,14,6,11,19,27,36,0.36,1.0
1458,"(2, 13, 18)","(3, 9, 10)",2,13,18,3,9,10,33,22,0.6923077,1.0
1459,"(5, 6, 15)","(4, 12, 20)",5,6,15,4,12,20,26,36,0.3427992,1.0
1460,"(8, 14, 16)","(2, 4, 8)",8,14,16,2,4,8,38,14,0.8804878,1.0
1461,"(3, 6, 8)","(4, 7, 19)",3,6,8,4,7,19,17,30,0.2430614,0.0
1462,"(1, 5, 9)","(2, 10, 13)",1,5,9,2,10,13,15,25,0.2647059,0.0
1463,"(1, 5, 13)","(1, 11, 13)",1,5,13,1,11,13,19,25,0.36612576,0.0
1464,"(9, 17, 20)","(1, 14, 15)",9,17,20,1,14,15,46,30,0.7015915,1.0
1465,"(1, 11, 13)","(5, 6, 17)",1,11,13,5,6,17,25,28,0.443577,1.0
1466,"(6, 10, 14)","(3, 11, 14)",6,10,14,3,11,14,30,28,0.5344418,1.0
1467,"(3, 13, 20)","(1, 9, 18)",3,13,20,1,9,18,36,28,0.6230769,0.0
1468,"(8, 12, 15)","(5, 6, 13)",8,12,15,5,6,13,35,24,0.6801777,0.0
1469,"(1, 6, 10)","(2, 3, 20)",1,6,10,2,3,20,17,25,0.31619257,1.0
1470,"(11, 12, 16)","(1, 2, 20)",11,12,16,1,2,20,39,23,0.7419512,1.0
1471,"(7, 9, 17)","(1, 14, 16)",7,9,17,1,14,16,33,31,0.5312195,0.0
1472,"(4, 8, 19)","(4, 8, 18)",4,8,19,4,8,18,31,30,0.516389,0.0
1473,"(2, 7, 11)","(13, 14, 18)",2,7,11,13,14,18,20,45,0.16494845,0.0
1474,"(14, 16, 20)","(2, 10, 17)",14,16,20,2,10,17,50,29,0.748279,1.0
1475,"(3, 5, 10)","(3, 4, 5)",3,5,10,3,4,5,18,12,0.6923077,1.0
1476,"(4, 14, 15)","(2, 10, 18)",4,14,15,2,10,18,33,30,0.54751134,0.0
1477,"(3, 15, 20)","(3, 9, 20)",3,15,20,3,9,20,38,32,0.58508915,1.0
1478,"(2, 9, 14)","(7, 11, 20)",2,9,14,7,11,20,25,38,0.3020783,0.0
1479,"(4, 5, 20)","(3, 6, 19)",4,5,20,3,6,19,29,28,0.5175385,1.0
1480,"(2, 3, 5)","(6, 13, 15)",2,3,5,6,13,15,10,34,0.079617836,0.0
1481,"(1, 2, 4)","(11, 12, 17)",1,2,4,11,12,17,7,40,0.02971498,0.0
1482,"(3, 4, 11)","(12, 17, 18)",3,4,11,12,17,18,18,47,0.12791157,0.0
1483,"(1, 11, 13)","(5, 11, 13)",1,11,13,5,11,13,25,29,0.42633015,1.0
1484,"(4, 5, 18)","(7, 11, 16)",4,5,18,7,11,16,27,34,0.3867374,1.0
1485,"(10, 11, 20)","(11, 16, 18)",10,11,20,11,16,18,41,45,0.45358878,1.0
1486,"(2, 3, 18)","(8, 13, 18)",2,3,18,8,13,18,23,39,0.25804877,0.0
1487,"(1, 2, 4)","(3, 5, 7)",1,2,4,3,5,7,7,15,0.17883211,0.0
1488,"(1, 11, 12)","(1, 14, 15)",1,11,12,1,14,15,24,30,0.3902439,0.0
1489,"(4, 19, 20)","(1, 11, 16)",4,19,20,1,11,16,43,28,0.70224077,0.0
1490,"(2, 15, 20)","(10, 15, 16)",2,15,20,10,15,16,37,41,0.44885245,0.0
1491,"(4, 13, 20)","(5, 10, 15)",4,13,20,5,10,15,37,30,0.6033495,0.0
1492,"(1, 3, 19)","(3, 4, 18)",1,3,19,3,4,18,23,25,0.45840555,1.0
1493,"(3, 7, 18)","(3, 8, 20)",3,7,18,3,8,20,28,31,0.44928366,0.0
1494,"(4, 5, 13)","(2, 18, 19)",4,5,13,2,18,19,22,39,0.2413965,1.0
1495,"(4, 7, 10)","(8, 17, 18)",4,7,10,8,17,18,21,43,0.19257642,0.0
1496,"(5, 9, 19)","(6, 8, 9)",5,9,19,6,8,9,33,23,0.67305315,1.0
1497,"(8, 12, 18)","(10, 14, 18)",8,12,18,10,14,18,38,42,0.45012468,0.0
1498,"(4, 10, 18)","(3, 5, 10)",4,10,18,3,5,10,32,18,0.7596439,1.0
1499,"(9, 14, 19)","(4, 11, 15)",9,14,19,4,11,15,42,30,0.6621622,1.0
1500,"(5, 7, 17)","(1, 12, 16)",5,7,17,1,12,16,29,29,0.5,1.0
1501,"(2, 13, 14)","(14, 15, 18)",2,13,14,14,15,18,29,47,0.2757377,0.0
1502,"(2, 9, 13)","(5, 6, 10)",2,9,13,5,6,10,24,21,0.5663717,0.0
1503,"(3, 6, 19)","(5, 10, 11)",3,6,19,5,10,11,28,26,0.5369863,0.0
1504,"(5, 17, 20)","(4, 5, 17)",5,17,20,4,5,17,42,26,0.7229508,0.0
1505,"(2, 10, 18)","(2, 14, 20)",2,10,18,2,14,20,30,36,0.40983605,0.0
1506,"(11, 15, 17)","(12, 18, 19)",11,15,17,12,18,19,43,49,0.43505883,1.0
1507,"(4, 12, 16)","(4, 13, 19)",4,12,16,4,13,19,32,36,0.4413793,0.0
1508,"(10, 12, 13)","(6, 16, 20)",10,12,13,6,16,20,35,42,0.40983605,0.0
1509,"(7, 8, 11)","(1, 4, 12)",7,8,11,1,4,12,26,17,0.70051813,1.0
1510,"(3, 7, 19)","(2, 16, 17)",3,7,19,2,16,17,29,35,0.4070668,1.0
1511,"(2, 9, 12)","(8, 17, 20)",2,9,12,8,17,20,23,45,0.20712608,0.0
1512,"(7, 17, 18)","(1, 8, 16)",7,17,18,1,8,16,42,25,0.73838425,1.0
1513,"(3, 7, 16)","(1, 9, 20)",3,7,16,1,9,20,26,30,0.428934,1.0
1514,"(2, 11, 14)","(9, 10, 14)",2,11,14,9,10,14,27,33,0.4009901,0.0
1515,"(12, 13, 18)","(3, 5, 17)",12,13,18,3,5,17,43,25,0.7473727,1.0
1516,"(4, 12, 19)","(2, 15, 19)",4,12,19,2,15,19,35,36,0.48591828,1.0
1517,"(1, 5, 10)","(5, 11, 16)",1,5,10,5,11,16,16,32,0.2,0.0
1518,"(4, 14, 20)","(2, 6, 10)",4,14,20,2,6,10,38,18,0.81674206,1.0
1519,"(4, 10, 11)","(1, 4, 18)",4,10,11,1,4,18,25,23,0.54159445,1.0
1520,"(10, 12, 13)","(1, 2, 8)",10,12,13,1,2,8,35,11,0.91010404,0.0
1521,"(7, 11, 14)","(1, 7, 18)",7,11,14,1,7,18,32,26,0.6023529,1.0
1522,"(2, 5, 20)","(2, 3, 13)",2,5,20,2,3,13,27,18,0.6923077,1.0
1523,"(2, 3, 4)","(7, 9, 15)",2,3,4,7,9,15,9,31,0.077735126,0.0
1524,"(6, 7, 11)","(3, 4, 20)",6,7,11,3,4,20,24,27,0.4413793,0.0
1525,"(1, 5, 9)","(1, 7, 9)",1,5,9,1,7,9,15,17,0.4377432,1.0
1526,"(3, 6, 15)","(1, 2, 19)",3,6,15,1,2,19,24,22,0.54339623,1.0
1527,"(1, 15, 17)","(4, 11, 20)",1,15,17,4,11,20,33,35,0.47061366,0.0
1528,"(1, 3, 9)","(9, 14, 18)",1,3,9,9,14,18,13,41,0.09135135,0.0
1529,"(11, 16, 18)","(3, 8, 13)",11,16,18,3,8,13,45,24,0.7785467,1.0
1530,"(1, 8, 18)","(1, 6, 13)",1,8,18,1,6,13,27,20,0.64570415,1.0
1531,"(1, 2, 13)","(2, 9, 12)",1,2,13,2,9,12,16,23,0.32611465,1.0
1532,"(12, 14, 15)","(4, 15, 20)",12,14,15,4,15,20,41,39,0.52498436,0.0
1533,"(2, 5, 16)","(2, 5, 17)",2,5,16,2,5,17,23,24,0.47873303,0.0
1534,"(9, 11, 12)","(14, 17, 19)",9,11,12,14,17,19,32,50,0.2905789,0.0
1535,"(1, 4, 5)","(8, 10, 16)",1,4,5,8,10,16,10,34,0.079617836,0.0
1536,"(2, 3, 8)","(3, 8, 19)",2,3,8,3,8,19,13,30,0.15809168,0.0
1537,"(1, 11, 12)","(13, 14, 15)",1,11,12,13,14,15,24,42,0.24615385,0.0
1538,"(7, 10, 17)","(3, 7, 9)",7,10,17,3,7,9,34,19,0.7620303,1.0
1539,"(6, 8, 17)","(1, 15, 19)",6,8,17,1,15,19,31,35,0.43961573,1.0
1540,"(4, 11, 19)","(12, 15, 16)",4,11,19,12,15,16,34,43,0.3846922,1.0
1541,"(2, 10, 17)","(13, 15, 20)",2,10,17,13,15,20,29,48,0.26740858,0.0
1542,"(1, 8, 17)","(3, 6, 8)",1,8,17,3,6,8,26,17,0.70051813,0.0
1543,"(5, 11, 20)","(5, 16, 20)",5,11,20,5,16,20,36,41,0.43533757,0.0
1544,"(2, 9, 15)","(2, 4, 14)",2,9,15,2,4,14,26,20,0.6282528,1.0
1545,"(5, 15, 18)","(6, 11, 12)",5,15,18,6,11,12,38,29,0.63194746,0.0
1546,"(7, 8, 16)","(7, 8, 19)",7,8,16,7,8,19,31,34,0.45394427,0.0
1547,"(9, 16, 20)","(7, 11, 12)",9,16,20,7,11,12,45,30,0.6923077,1.0
1548,"(4, 14, 19)","(5, 11, 20)",4,14,19,5,11,20,37,36,0.5136961,0.0
1549,"(1, 2, 8)","(7, 10, 14)",1,2,8,7,10,14,11,31,0.111829944,0.0
1550,"(2, 17, 19)","(5, 10, 13)",2,17,19,5,10,13,38,28,0.6481149,0.0
1551,"(9, 18, 19)","(9, 11, 16)",9,18,19,9,11,16,46,36,0.62016416,1.0
1552,"(5, 8, 9)","(2, 5, 6)",5,8,9,2,5,6,22,13,0.7411945,0.0
1553,"(6, 8, 16)","(4, 12, 20)",6,8,16,4,12,20,30,36,0.40983605,0.0
1554,"(4, 9, 17)","(4, 5, 20)",4,9,17,4,5,20,30,29,0.5169443,1.0
1555,"(2, 3, 18)","(5, 8, 10)",2,3,18,5,8,10,23,23,0.5,0.0
1556,"(11, 12, 15)","(1, 16, 17)",11,12,15,1,16,17,38,34,0.55538464,0.0
1557,"(8, 11, 18)","(3, 7, 8)",8,11,18,3,7,8,37,18,0.80862373,1.0
1558,"(16, 18, 20)","(13, 14, 18)",16,18,20,13,14,18,54,45,0.59016395,0.0
1559,"(10, 11, 12)","(1, 10, 14)",10,11,12,1,10,14,33,25,0.6353559,1.0
1560,"(3, 4, 12)","(6, 10, 14)",3,4,12,6,10,14,19,30,0.28628072,0.0
1561,"(2, 12, 14)","(6, 14, 17)",2,12,14,6,14,17,28,37,0.36414304,0.0
1562,"(2, 11, 16)","(4, 11, 17)",2,11,16,4,11,17,29,32,0.45093834,0.0
1563,"(11, 16, 18)","(1, 4, 8)",11,16,18,1,4,8,45,13,0.9229717,0.0
1564,"(5, 10, 15)","(1, 4, 9)",5,10,15,1,4,9,30,14,0.8211679,1.0
1565,"(4, 9, 14)","(2, 16, 17)",4,9,14,2,16,17,27,35,0.37308085,1.0
1566,"(13, 18, 20)","(1, 10, 11)",13,18,20,1,10,11,51,22,0.8431118,1.0
1567,"(6, 7, 10)","(1, 9, 12)",6,7,10,1,9,12,23,22,0.52221125,1.0
1568,"(11, 14, 16)","(2, 3, 15)",11,14,16,2,3,15,41,20,0.80778474,1.0
1569,"(15, 16, 19)","(2, 5, 19)",15,16,19,2,5,19,50,26,0.78715366,0.0
1570,"(1, 7, 18)","(9, 14, 16)",1,7,18,9,14,16,26,39,0.30769232,1.0
1571,"(3, 10, 18)","(6, 10, 18)",3,10,18,6,10,18,31,34,0.45394427,0.0
1572,"(7, 14, 18)","(1, 3, 20)",7,14,18,1,3,20,39,24,0.7253219,1.0
1573,"(9, 10, 18)","(6, 9, 16)",9,10,18,6,9,16,37,31,0.5875536,0.0
1574,"(1, 18, 20)","(1, 14, 20)",1,18,20,1,14,20,39,35,0.5538966,1.0
1575,"(3, 6, 14)","(4, 6, 12)",3,6,14,4,6,12,23,22,0.52221125,0.0
1576,"(5, 9, 15)","(1, 4, 13)",5,9,15,1,4,13,29,18,0.7218884,1.0
1577,"(8, 16, 18)","(1, 8, 18)",8,16,18,1,8,18,42,27,0.7075812,0.0
1578,"(1, 11, 14)","(1, 14, 16)",1,11,14,1,14,16,26,31,0.41295052,1.0
1579,"(5, 19, 20)","(4, 7, 13)",5,19,20,4,7,13,44,24,0.77070063,0.0
1580,"(3, 4, 18)","(4, 10, 13)",3,4,18,4,10,13,25,27,0.46159527,1.0
1581,"(2, 8, 9)","(3, 9, 18)",2,8,9,3,9,18,19,30,0.28628072,0.0
1582,"(5, 6, 14)","(6, 8, 17)",5,6,14,6,8,17,25,31,0.39407313,1.0
1583,"(4, 5, 17)","(7, 12, 16)",4,5,17,7,12,16,26,35,0.35560232,0.0
1584,"(6, 10, 14)","(7, 13, 18)",6,10,14,7,13,18,30,38,0.38395905,0.0
1585,"(3, 6, 14)","(5, 13, 17)",3,6,14,5,13,17,23,35,0.30159634,0.0
1586,"(9, 11, 20)","(5, 9, 12)",9,11,20,5,9,12,40,26,0.7029877,1.0
1587,"(1, 7, 17)","(4, 14, 16)",1,7,17,4,14,16,25,34,0.35092646,1.0
1588,"(10, 11, 19)","(2, 10, 13)",10,11,19,2,10,13,40,25,0.71910113,0.0
1589,"(1, 3, 20)","(4, 13, 17)",1,3,20,4,13,17,24,34,0.33256352,0.0
1590,"(7, 14, 20)","(1, 2, 14)",7,14,20,1,2,14,41,17,0.8532995,1.0
1591,"(3, 9, 10)","(13, 17, 20)",3,9,10,13,17,20,22,50,0.1621984,0.0
1592,"(3, 13, 19)","(3, 11, 18)",3,13,19,3,11,18,35,32,0.54468656,1.0
1593,"(1, 3, 7)","(8, 9, 18)",1,3,7,8,9,18,11,35,0.089895986,0.0
1594,"(7, 10, 12)","(13, 15, 16)",7,10,12,13,15,16,29,44,0.3028448,1.0
1595,"(2, 4, 5)","(4, 15, 17)",2,4,5,4,15,17,11,36,0.08539167,0.0
1596,"(6, 13, 17)","(10, 11, 19)",6,13,17,10,11,19,36,40,0.44751382,0.0
1597,"(7, 13, 14)","(4, 12, 15)",7,13,14,4,12,15,34,31,0.54605573,1.0
1598,"(9, 15, 19)","(1, 14, 15)",9,15,19,1,14,15,43,30,0.6726082,1.0
1599,"(7, 10, 19)","(1, 3, 16)",7,10,19,1,3,16,36,20,0.7641509,1.0
1600,"(3, 5, 9)","(1, 14, 19)",3,5,9,1,14,19,17,34,0.2,0.0
1601,"(7, 15, 18)","(12, 16, 17)",7,15,18,12,16,17,40,45,0.4413793,0.0
1602,"(9, 12, 15)","(4, 11, 18)",9,12,15,4,11,18,36,33,0.54339623,1.0
1603,"(3, 6, 13)","(3, 6, 15)",3,6,13,3,6,15,22,24,0.45660377,0.0
1604,"(1, 12, 19)","(4, 8, 15)",1,12,19,4,8,15,32,27,0.5841415,0.0
1605,"(10, 17, 18)","(2, 12, 16)",10,17,18,2,12,16,45,30,0.6923077,1.0
1606,"(1, 18, 19)","(10, 13, 14)",1,18,19,10,13,14,38,37,0.51333094,0.0
1607,"(5, 16, 18)","(18, 19, 20)",5,16,18,18,19,20,39,57,0.31886792,0.0
1608,"(2, 10, 11)","(1, 8, 12)",2,10,11,1,8,12,23,21,0.5453608,1.0
1609,"(1, 13, 14)","(7, 12, 14)",1,13,14,7,12,14,28,33,0.41857982,0.0
1610,"(8, 12, 14)","(3, 8, 9)",8,12,14,3,8,9,34,20,0.7429306,1.0
1611,"(1, 16, 19)","(1, 5, 8)",1,16,19,1,5,8,36,14,0.86863273,1.0
1612,"(6, 15, 19)","(11, 17, 19)",6,15,19,11,17,19,40,47,0.42005774,0.0
1613,"(7, 9, 12)","(1, 6, 11)",7,9,12,1,6,11,28,18,0.7075812,1.0
1614,"(1, 6, 9)","(2, 7, 9)",1,6,9,2,7,9,16,18,0.4413793,1.0
1615,"(2, 4, 14)","(1, 3, 15)",2,4,14,1,3,15,20,19,0.52562416,1.0
1616,"(8, 15, 16)","(4, 11, 14)",8,15,16,4,11,14,39,29,0.6439458,1.0
1617,"(4, 18, 20)","(5, 18, 20)",4,18,20,5,18,20,42,43,0.48823693,1.0
1618,"(1, 12, 16)","(3, 6, 17)",1,12,16,3,6,17,29,26,0.55438364,1.0
1619,"(16, 17, 18)","(1, 7, 9)",16,17,18,1,7,9,51,17,0.9,1.0
1620,"(2, 13, 20)","(1, 11, 18)",2,13,20,1,11,18,35,30,0.5764706,0.0
1621,"(1, 2, 7)","(12, 14, 16)",1,2,7,12,14,16,10,42,0.05364807,0.0
1622,"(11, 18, 19)","(8, 18, 20)",11,18,19,8,18,20,48,46,0.521267,1.0
1623,"(1, 3, 4)","(12, 14, 20)",1,3,4,12,14,20,8,46,0.029357798,0.0
1624,"(5, 10, 11)","(5, 7, 19)",5,10,11,5,7,19,26,31,0.41295052,0.0
1625,"(16, 17, 20)","(5, 9, 13)",16,17,20,5,9,13,53,27,0.7939514,0.0
1626,"(5, 13, 15)","(8, 13, 18)",5,13,15,8,13,18,33,39,0.41724136,1.0
1627,"(5, 14, 17)","(6, 8, 13)",5,14,17,6,8,13,36,27,0.64,1.0
1628,"(3, 14, 18)","(4, 7, 16)",3,14,18,4,7,16,35,27,0.62691915,1.0
1629,"(1, 13, 15)","(3, 4, 13)",1,13,15,3,4,13,29,20,0.6776793,0.0
1630,"(5, 12, 16)","(4, 13, 15)",5,12,16,4,13,15,33,32,0.515381,0.0
1631,"(11, 12, 15)","(1, 6, 13)",11,12,15,1,6,13,38,20,0.7830803,1.0
1632,"(1, 8, 19)","(2, 6, 7)",1,8,19,2,6,7,28,15,0.7770069,0.0
1633,"(10, 14, 19)","(7, 15, 17)",10,14,19,7,15,17,43,39,0.5486647,0.0
1634,"(4, 5, 19)","(10, 12, 18)",4,5,19,10,12,18,28,40,0.32885906,1.0
1635,"(5, 8, 13)","(1, 10, 11)",5,8,13,1,10,11,26,22,0.5827586,1.0
1636,"(2, 4, 5)","(1, 9, 15)",2,4,5,1,9,15,11,25,0.1621984,0.0
1637,"(6, 8, 19)","(1, 8, 13)",6,8,19,1,8,13,33,22,0.6923077,0.0
1638,"(2, 5, 9)","(8, 14, 18)",2,5,9,8,14,18,16,40,0.13793103,0.0
1639,"(2, 15, 18)","(3, 5, 20)",2,15,18,3,5,20,35,28,0.6097561,1.0
1640,"(7, 12, 17)","(3, 7, 11)",7,12,17,3,7,11,36,21,0.746114,1.0
1641,"(1, 5, 12)","(1, 2, 17)",1,5,12,1,2,17,18,20,0.44751382,1.0
1642,"(4, 8, 16)","(14, 15, 19)",4,8,16,14,15,19,28,48,0.253886,0.0
1643,"(5, 16, 19)","(4, 7, 13)",5,16,19,4,7,13,40,24,0.7352941,1.0
1644,"(1, 14, 15)","(8, 15, 20)",1,14,15,8,15,20,30,43,0.32739177,0.0
1645,"(3, 4, 17)","(7, 10, 18)",3,4,17,7,10,18,24,35,0.3198223,0.0
1646,"(3, 8, 18)","(1, 16, 17)",3,8,18,1,16,17,29,34,0.4211317,0.0
1647,"(6, 14, 16)","(8, 16, 20)",6,14,16,8,16,20,36,44,0.4009901,0.0
1648,"(14, 16, 20)","(5, 9, 18)",14,16,20,5,9,18,50,32,0.7094211,0.0
1649,"(9, 13, 20)","(6, 7, 11)",9,13,20,6,7,11,42,24,0.75384617,1.0
1650,"(2, 5, 18)","(2, 6, 16)",2,5,18,2,6,16,25,24,0.5203997,0.0
1651,"(1, 3, 6)","(9, 16, 17)",1,3,6,9,16,17,10,42,0.05364807,1.0
1652,"(1, 5, 14)","(12, 13, 20)",1,5,14,12,13,20,20,45,0.16494845,0.0
1653,"(5, 17, 18)","(4, 5, 9)",5,17,18,4,5,9,40,18,0.83160084,1.0
1654,"(2, 3, 11)","(1, 9, 10)",2,3,11,1,9,10,16,20,0.3902439,0.0
1655,"(2, 9, 15)","(9, 16, 19)",2,9,15,9,16,19,26,44,0.2588055,0.0
1656,"(9, 16, 18)","(10, 16, 18)",9,16,18,10,16,18,43,44,0.48850727,1.0
1657,"(10, 13, 18)","(4, 18, 19)",10,13,18,4,18,19,41,41,0.5,1.0
1658,"(9, 14, 17)","(5, 13, 17)",9,14,17,5,13,17,40,35,0.5663717,0.0
1659,"(2, 12, 14)","(2, 8, 17)",2,12,14,2,8,17,28,27,0.5181758,1.0
1660,"(6, 8, 17)","(1, 6, 17)",6,8,17,1,6,17,31,24,0.62524396,1.0
1661,"(6, 7, 19)","(12, 16, 19)",6,7,19,12,16,19,32,47,0.3167337,1.0
1662,"(2, 5, 13)","(4, 12, 19)",2,5,13,4,12,19,20,35,0.24615385,0.0
1663,"(5, 10, 12)","(2, 15, 20)",5,10,12,2,15,20,27,37,0.34747377,1.0
1664,"(5, 7, 12)","(7, 9, 12)",5,7,12,7,9,12,24,28,0.42352942,0.0
1665,"(3, 16, 18)","(1, 3, 15)",3,16,18,1,3,15,37,19,0.7913295,1.0
1666,"(8, 9, 12)","(1, 7, 19)",8,9,12,1,7,19,29,27,0.5356688,0.0
1667,"(6, 17, 20)","(2, 10, 18)",6,17,20,2,10,18,43,30,0.6726082,1.0
1668,"(5, 8, 9)","(4, 8, 20)",5,8,9,4,8,20,22,32,0.32095492,0.0
1669,"(7, 13, 15)","(3, 11, 15)",7,13,15,3,11,15,35,29,0.5929332,0.0
1670,"(8, 10, 15)","(2, 5, 15)",8,10,15,2,5,15,33,22,0.6923077,1.0
1671,"(5, 11, 18)","(3, 9, 16)",5,11,18,3,9,16,34,28,0.5958763,1.0
1672,"(2, 14, 17)","(3, 7, 19)",2,14,17,3,7,19,33,29,0.5642487,1.0
1673,"(8, 9, 20)","(5, 7, 12)",8,9,20,5,7,12,37,24,0.70385605,1.0
1674,"(7, 12, 13)","(5, 11, 13)",7,12,13,5,11,13,32,29,0.54906166,0.0
1675,"(15, 16, 18)","(10, 15, 17)",15,16,18,10,15,17,49,42,0.5764706,1.0
1676,"(1, 19, 20)","(8, 19, 20)",1,19,20,8,19,20,40,47,0.42005774,0.0
1677,"(4, 6, 9)","(3, 4, 14)",4,6,9,3,4,14,19,21,0.45012468,1.0
1678,"(11, 18, 19)","(11, 13, 15)",11,18,19,11,13,15,48,39,0.6023529,1.0
1679,"(5, 6, 13)","(5, 6, 20)",5,6,13,5,6,20,24,31,0.374756,0.0
1680,"(12, 16, 17)","(2, 5, 15)",12,16,17,2,5,15,45,22,0.80709445,1.0
1681,"(1, 2, 17)","(3, 8, 14)",1,2,17,3,8,14,20,25,0.3902439,1.0
1682,"(1, 4, 10)","(7, 16, 18)",1,4,10,7,16,18,15,41,0.118048266,0.0
1683,"(8, 15, 18)","(9, 11, 18)",8,15,18,9,11,18,41,38,0.53792,0.0
1684,"(3, 10, 14)","(3, 12, 15)",3,10,14,3,12,15,27,30,0.44751382,0.0
1685,"(5, 6, 20)","(2, 3, 12)",5,6,20,2,3,12,31,17,0.7688,1.0
1686,"(4, 6, 19)","(2, 5, 20)",4,6,19,2,5,20,29,27,0.5356688,0.0
1687,"(4, 5, 11)","(1, 10, 13)",4,5,11,1,10,13,20,24,0.40983605,1.0
1688,"(12, 15, 18)","(7, 9, 18)",12,15,18,7,9,18,45,34,0.63659227,1.0
1689,"(1, 9, 12)","(4, 16, 20)",1,9,12,4,16,20,22,40,0.23224568,0.0
1690,"(8, 11, 17)","(4, 9, 10)",8,11,17,4,9,10,36,23,0.710137,1.0
1691,"(10, 17, 18)","(6, 15, 20)",10,17,18,6,15,20,45,41,0.5464112,1.0
1692,"(6, 13, 15)","(9, 12, 18)",6,13,15,9,12,18,34,39,0.43182668,1.0
1693,"(3, 16, 17)","(8, 15, 17)",3,16,17,8,15,17,36,40,0.44751382,1.0
1694,"(2, 3, 15)","(1, 15, 16)",2,3,15,1,15,16,20,32,0.28089887,0.0
1695,"(7, 8, 11)","(5, 15, 18)",7,8,11,5,15,18,26,38,0.31886792,0.0
1696,"(4, 10, 20)","(10, 15, 17)",4,10,20,10,15,17,34,42,0.3958904,0.0
1697,"(1, 19, 20)","(8, 11, 19)",1,19,20,8,11,19,40,38,0.52562416,1.0
1698,"(3, 10, 16)","(3, 7, 14)",3,10,16,3,7,14,29,24,0.5935074,0.0
1699,"(13, 16, 18)","(3, 15, 18)",13,16,18,3,15,18,47,36,0.6302425,1.0
1700,"(2, 13, 20)","(10, 17, 18)",2,13,20,10,17,18,35,45,0.37692308,0.0
1701,"(2, 4, 20)","(1, 4, 7)",2,4,20,1,4,7,26,12,0.82439023,1.0
1702,"(7, 8, 10)","(5, 7, 12)",7,8,10,5,7,12,25,24,0.5203997,0.0
1703,"(2, 6, 15)","(1, 11, 18)",2,6,15,1,11,18,23,30,0.37018895,0.0
1704,"(11, 16, 19)","(10, 19, 20)",11,16,19,10,19,20,46,49,0.4684525,0.0
1705,"(10, 11, 16)","(1, 4, 14)",10,11,16,1,4,14,37,19,0.7913295,1.0
1706,"(15, 16, 18)","(1, 3, 12)",15,16,18,1,3,12,49,16,0.90365076,1.0
1707,"(11, 14, 20)","(3, 7, 13)",11,14,20,3,7,13,45,23,0.7928739,1.0
1708,"(2, 10, 19)","(2, 6, 16)",2,10,19,2,6,16,31,24,0.62524396,1.0
1709,"(2, 7, 16)","(4, 14, 20)",2,7,16,4,14,20,25,38,0.3020783,0.0
1710,"(3, 8, 17)","(3, 5, 7)",3,8,17,3,5,7,28,15,0.7770069,1.0
